id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version
,Q8N126,Q9BY67,CADM3_HUMAN,CADM1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q8N126,Q8NFZ8,CADM3_HUMAN,CADM4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q8N126,Q9H4G0,CADM3_HUMAN,E41L1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q8N126,Q9NQS3,CADM3_HUMAN,PVRL3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01258,P30988,CALC_HUMAN,CALCR_HUMAN,curated,uniprot;HMRbase;PMID:7476993,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P01258,RAMP1_complex,CALC_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P10092,RAMP1_complex,CALCB_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Calcitriol_byCYP27B1,P11473,,VDR_HUMAN,curated,HMRbase;uniprot,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P06307,P32238,CCKN_HUMAN,CCKAR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-388529,,,,CellPhoneDBcore<=4.1
,P06307,P32239,CCKN_HUMAN,GASR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-388529,,,,CellPhoneDBcore<=4.1
,P22362,P51685,CCL1_HUMAN,CCR8_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P51671,O00590,CCL11_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P51671,P51677,CCL11_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P51671,P27487,CCL11_HUMAN,DPP4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q99616,O00590,CCL13_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q99616,P41597,CCL13_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q99616,P51677,CCL13_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q16627,O00590,CCL14_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q16627,P32246,CCL14_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q16627,P51677,CCL14_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q16663,P32246,CCL15_HUMAN,CCR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q16663,P51677,CCL15_HUMAN,CCR3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O15467,P32246,CCL16_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,R-HSA-373268,,,,,CellPhoneDBcore<=4.1
,O15467,P41597,CCL16_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,R-HSA-373268,,,,,CellPhoneDBcore<=4.1
,O15467,P51685,CCL16_HUMAN,CCR8_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,R-HSA-373268,,,,,CellPhoneDBcore<=4.1
,O15467,Q9H3N8,CCL16_HUMAN,HRH4_HUMAN,curated,PMID:15265943,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q92583,P51679,CCL17_HUMAN,CCR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P55774,P51685,CCL18_HUMAN,CCR8_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q99731,Q9NPB9,CCL19_HUMAN,ACKR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q99731,O00421,CCL19_HUMAN,CCRL2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q99731,P32248,CCL19_HUMAN,CCR7_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13500,O00590,CCL2_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13500,Q16570,CCL2_HUMAN,ACKR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13500,P41597,CCL2_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P78556,P51684,CCL20_HUMAN,CCR6_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O00585,Q9NPB9,CCL21_HUMAN,ACKR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O00585,P32248,CCL21_HUMAN,CCR7_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O00626,P51679,CCL22_HUMAN,CCR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O00626,P27487,CCL22_HUMAN,DPP4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P55773,P25090,CCL23_HUMAN,FPR2_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-416459,R-HSA-391913,,,,CellPhoneDBcore<=4.1
,P55773,P32246,CCL23_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O00175,P51677,CCL24_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O15444,Q9NPB9,CCL25_HUMAN,ACKR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O15444,P51686,CCL25_HUMAN,CCR9_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9Y258,P32246,CCL26_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9Y258,P41597,CCL26_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9Y258,P51677,CCL26_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9Y4X3,P46092,CCL27_HUMAN,CCR10_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9NRJ3,P46092,CCL28_HUMAN,CCR10_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P10147,O00590,CCL3_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P10147,P32246,CCL3_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P10147,P51677,CCL3_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P10147,P51681,CCL3_HUMAN,CCR5_HUMAN,curated,PMID:15251452,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P16619,P32246,CCL3L1,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P16619,P51677,CCL3L1,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13236,O00590,CCL4_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13236,P51681,CCL4_HUMAN,CCR5_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13501,O00590,CCL5_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13501,Q16570,CCL5_HUMAN,ACKR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13501,P32246,CCL5_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13501,P51677,CCL5_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13501,P51679,CCL5_HUMAN,CCR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13501,P51681,CCL5_HUMAN,CCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13501,O95800,CCL5_HUMAN,GPR75_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P80098,O00590,CCL7_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P80098,P32246,CCL7_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P80098,P41597,CCL7_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P80098,P51677,CCL7_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P80098,P51681,CCL7_HUMAN,CCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P80075,O00590,CCL8_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P80075,P32246,CCL8_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P80075,P41597,CCL8_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P80075,P51677,CCL8_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P80075,P51681,CCL8_HUMAN,CCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q13740,P30203,CD166_HUMAN,CD6_HUMAN,curated,Reviewed_in_PMID:23602662,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P15813,Q8N423,CD1D_HUMAN,LIRB2_HUMAN,curated,PMID:19124746,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q15762,Q92692,CD226_HUMAN,PVRL2_HUMAN,curated,integrin_activating_interaction_PMID:15607800;NK_cell_cytotoxicity._PMID:24440149,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P25063,P16109,CD24_HUMAN,LYAM3_HUMAN,curated,PMID:9129046,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q5ZPR3,Q5T2D2,CD276_HUMAN,TRML2_HUMAN,curated,uniprot,True,MCSanchoSerra,,,,,,CellPhoneDBcore<=4.1
,P28906,P14151,CD34_HUMAN,LYAM1_HUMAN,curated,PMID:7692600;PMID:8977216,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P28906,P16109,CD34_HUMAN,LYAM3_HUMAN,curated,PMID:18606703,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P29965,integrin_a2Bb3_complex,CD40L_HUMAN,,curated,PMID:11875495,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P29965,integrin_a5b1_complex,CD40L_HUMAN,,curated,PMC3365732,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P29965,P25942,CD40L_HUMAN,TNR5_HUMAN,curated,Reviewed_in_PMID:23602662,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P16070,P16581,CD44_HUMAN,LYAM2_HUMAN,curated,PMC4571854,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q08722,SIRB1_complex,CD47_HUMAN,,curated,2jjs;PDB_partially,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P09326,Q9BZW8,CD48_HUMAN,CD244_HUMAN,curated,activating_interaction._uniprot_&_PMID:26697006,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P31358,Q96LC7,CD52_HUMAN,SIG10_HUMAN,curated,PMID:23685786,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P32970,P26842,CD70_HUMAN,CD27_HUMAN,curated,activating_interaction_for_NK_and_T_cells._uniprot_&_PMID:26697006,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P33681,P10747,CD80_HUMAN,CD28_HUMAN,curated,antigen_stimulated_T_cells_become_activated._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P33681,P16410,CD80_HUMAN,CTLA4_HUMAN,curated,integrin_antigen_stimulated_T_cells_become_anergic._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P42081,P10747,CD86_HUMAN,CD28_HUMAN,curated,integrin_antigen_stimulated_T_cells_become_activated._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P42081,P16410,CD86_HUMAN,CTLA4_HUMAN,curated,antigen_stimulated_T_cells_become_anergic._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P14209,Q9UKJ1,CD99_HUMAN,PILRA_HUMAN,curated,PMID:18234675,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13688,Q9NNX6,CEAM1_HUMAN,CD209_HUMAN,curated,PMID:16282604;PMID:16246332,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13688,P40199,CEAM1_HUMAN,CEAM6_HUMAN,curated,PMID:21982860,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13688,P31997,CEAM1_HUMAN,CEAM8_HUMAN,curated,PMID:24743304,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13688,P16581,CEAM1_HUMAN,LYAM2_HUMAN,curated,PMID:1378450,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P06731,P01732,CEAM5_HUMAN,CD8A_HUMAN,curated,PMID:24104458,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P06731,P15813,CEAM5_HUMAN,CD1D_HUMAN,curated,PMID:24104458,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P06731,P13688,CEAM5_HUMAN,CEAM1_HUMAN,curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P06731,P40199,CEAM5_HUMAN,CEAM6_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P40199,P40199,CEAM6_HUMAN,CEAM6_HUMAN,curated,PMID:11590190,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P31997,P40199,CEAM8_HUMAN,CEAM6_HUMAN,curated,PMID:11590190,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Cholesterol_byCEL,P35398,,RORA_HUMAN,curated,HMRbase;PMID:12467577;PDB:1N83,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Cholesterol_byCEL,P51449,,RORG_HUMAN,curated,uniprot,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Cholesterol_byDHCR24,P35398,,RORA_HUMAN,curated,HMRbase;PMID:12467577;PDB:1N83,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Cholesterol_byDHCR24,P51449,,RORG_HUMAN,curated,uniprot,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Cholesterol_byDHCR7,P35398,,RORA_HUMAN,curated,HMRbase;PMID:12467577;PDB:1N83,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Cholesterol_byDHCR7,P51449,,RORG_HUMAN,curated,uniprot,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Cholesterol_byLIPA,P35398,,RORA_HUMAN,curated,HMRbase;PMID:12467577;PDB:1N83,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Cholesterol_byLIPA,P51449,,RORG_HUMAN,curated,uniprot,False,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q6UVW9,D3W0D1,CLC2A_HUMAN,KLRF2_HUMAN,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q92478,Q9NZS2,CLC2B_HUMAN,KLRF1_HUMAN,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9UBD9,CNTF_1R,CLCF1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P10909,TREM2_receptor,CLUS_HUMAN,,curated,uniprot;PMID:27477014,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P26441,CNTF_1R,CNTF_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q12860,P46531,CNTN1_HUMAN,NOTC1_HUMAN,curated,uniprot;PMID:14567914,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q12860,Q04721,CNTN1_HUMAN,NOTC2_HUMAN,curated,reactome;PMID:14567914,True,LGarciaAlonso,R-HSA-2220817,R-HSA-2220816,,,,CellPhoneDBcore<=4.1
,P02452,integrin_a10b1_complex,CO1A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02452,integrin_a11b1_complex,CO1A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02452,integrin_a1b1_complex,CO1A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02452,integrin_a2b1_complex,CO1A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P08123,integrin_a10b1_complex,CO1A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P08123,integrin_a11b1_complex,CO1A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P08123,integrin_a1b1_complex,CO1A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P08123,integrin_a2b1_complex,CO1A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02458,integrin_a10b1_complex,CO2A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02458,integrin_a11b1_complex,CO2A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02458,integrin_a1b1_complex,CO2A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02458,integrin_a2b1_complex,CO2A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01024,Q16581,CO3_HUMAN,C3AR_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,R-HSA-444688,,,,,CellPhoneDBcore<=4.1
,P01024,Q9P296,CO3_HUMAN,C5AR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P01024,integrin_aMb2_complex,CO3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02461,integrin_a10b1_complex,CO3A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02461,integrin_a11b1_complex,CO3A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02461,integrin_a1b1_complex,CO3A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02461,integrin_a2b1_complex,CO3A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P0C0L4,Q9P296,CO4A_HUMAN,C5AR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P02462,integrin_a10b1_complex,CO4A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02462,integrin_a11b1_complex,CO4A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02462,integrin_a1b1_complex,CO4A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02462,integrin_a2b1_complex,CO4A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P08572,integrin_a10b1_complex,CO4A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P08572,integrin_a11b1_complex,CO4A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P08572,integrin_a1b1_complex,CO4A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P08572,integrin_a2b1_complex,CO4A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q01955,integrin_a10b1_complex,CO4A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q01955,integrin_a11b1_complex,CO4A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q01955,integrin_a1b1_complex,CO4A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q01955,integrin_a2b1_complex,CO4A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P53420,integrin_a10b1_complex,CO4A4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P53420,integrin_a11b1_complex,CO4A4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P53420,integrin_a1b1_complex,CO4A4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P53420,integrin_a2b1_complex,CO4A4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P29400,integrin_a10b1_complex,CO4A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P29400,integrin_a11b1_complex,CO4A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P29400,integrin_a1b1_complex,CO4A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P29400,integrin_a2b1_complex,CO4A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q14031,integrin_a10b1_complex,CO4A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q14031,integrin_a11b1_complex,CO4A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q14031,integrin_a1b1_complex,CO4A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q14031,integrin_a2b1_complex,CO4A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01031,P21730,CO5_HUMAN,C5AR1_HUMAN,curated,uniprot,True,LGarciaAlonso,R-HSA-375354,,,,,CellPhoneDBcore<=4.1
,P01031,Q9P296,CO5_HUMAN,C5AR2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P20908,integrin_a10b1_complex,CO5A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P20908,integrin_a11b1_complex,CO5A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P20908,integrin_a1b1_complex,CO5A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P20908,integrin_a2b1_complex,CO5A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05997,integrin_a10b1_complex,CO5A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05997,integrin_a11b1_complex,CO5A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05997,integrin_a1b1_complex,CO5A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05997,integrin_a2b1_complex,CO5A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P25940,integrin_a10b1_complex,CO5A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P25940,integrin_a11b1_complex,CO5A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P25940,integrin_a1b1_complex,CO5A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P25940,integrin_a2b1_complex,CO5A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P12109,integrin_a10b1_complex,CO6A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P12109,integrin_a11b1_complex,CO6A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P12109,integrin_a1b1_complex,CO6A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P12109,integrin_a2b1_complex,CO6A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P12110,integrin_a10b1_complex,CO6A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P12110,integrin_a11b1_complex,CO6A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P12110,integrin_a1b1_complex,CO6A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P12110,integrin_a2b1_complex,CO6A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P12111,integrin_a10b1_complex,CO6A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
